brass_acoustic_046-101-050:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
reed_acoustic_023-088-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 3.1286216284343027e-06, 'wrong_value_percentage': 73.49332571029663}
reed_acoustic_023-052-100:{'correct_value': 7, 'wrong_value': 4, 'correct_value_percentage': 4.180699952893718e-08, 'wrong_value_percentage': 60.20419001579285}
guitar_acoustic_010-039-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 11.403434723615646, 'wrong_value_percentage': 86.79769039154053}
guitar_acoustic_010-040-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 45.41615843772888, 'wrong_value_percentage': 52.54858136177063}
bass_synthetic_034-093-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 30.644923448562622, 'wrong_value_percentage': 69.10996437072754}
guitar_electronic_022-089-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.8222976699471474, 'wrong_value_percentage': 71.58728837966919}
organ_electronic_028-065-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 33.25466513633728, 'wrong_value_percentage': 56.305962800979614}
keyboard_synthetic_000-038-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 21.04976922273636, 'wrong_value_percentage': 50.361114740371704}
organ_electronic_007-058-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 5.796636060040328e-07, 'wrong_value_percentage': 99.99313354492188}
organ_electronic_007-009-075:{'correct_value': 6, 'wrong_value': 3, 'correct_value_percentage': 0.00039873962123238016, 'wrong_value_percentage': 99.22018051147461}
guitar_acoustic_030-075-100:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 2.310308814048767, 'wrong_value_percentage': 88.53375911712646}
bass_synthetic_034-048-050:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 0.8943107910454273, 'wrong_value_percentage': 99.08411502838135}
guitar_acoustic_021-107-050:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 27.47715413570404, 'wrong_value_percentage': 65.76621532440186}
organ_electronic_028-107-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.050323636969551444, 'wrong_value_percentage': 95.95664739608765}
reed_acoustic_023-073-050:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 5.678670311759504e-08, 'wrong_value_percentage': 97.1811056137085}
mallet_acoustic_062-057-127:{'correct_value': 5, 'wrong_value': 9, 'correct_value_percentage': 44.86592710018158, 'wrong_value_percentage': 50.09360313415527}
guitar_electronic_028-048-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 6.384379416704178, 'wrong_value_percentage': 93.33270192146301}
guitar_acoustic_014-023-050:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 0.05121194408275187, 'wrong_value_percentage': 82.53591656684875}
organ_electronic_007-080-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 6.391682632056472e-05, 'wrong_value_percentage': 99.99977350234985}
keyboard_electronic_002-087-100:{'correct_value': 4, 'wrong_value': 3, 'correct_value_percentage': 11.608494073152542, 'wrong_value_percentage': 81.39804005622864}
guitar_electronic_022-064-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 6.920976936817169, 'wrong_value_percentage': 71.02113962173462}
reed_acoustic_023-088-127:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 3.131031078851265e-06, 'wrong_value_percentage': 73.48122000694275}
bass_synthetic_135-076-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 3.9325710386037827, 'wrong_value_percentage': 61.1321747303009}
organ_electronic_007-050-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 3.235074785834513e-06, 'wrong_value_percentage': 99.97397065162659}
organ_electronic_007-080-100:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 1.2719604569610965e-05, 'wrong_value_percentage': 99.9997615814209}
guitar_electronic_028-091-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 18.736810982227325, 'wrong_value_percentage': 57.88288116455078}
guitar_electronic_028-103-100:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 21.014659106731415, 'wrong_value_percentage': 52.47750282287598}
bass_synthetic_009-083-050:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 0.011939690011786297, 'wrong_value_percentage': 99.97548460960388}
bass_synthetic_034-021-075:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.221134141087532, 'wrong_value_percentage': 98.77467155456543}
brass_acoustic_046-097-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_acoustic_030-098-100:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 37.76813447475433, 'wrong_value_percentage': 42.33369529247284}
organ_electronic_028-031-127:{'correct_value': 6, 'wrong_value': 7, 'correct_value_percentage': 0.17214008839800954, 'wrong_value_percentage': 80.97184896469116}
guitar_electronic_022-079-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.8813015185296535, 'wrong_value_percentage': 84.5621645450592}
brass_acoustic_016-057-127:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.011714107677107677, 'wrong_value_percentage': 87.35541701316833}
keyboard_electronic_078-031-127:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 42.09723472595215, 'wrong_value_percentage': 48.92253875732422}
guitar_electronic_022-058-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 7.517881691455841, 'wrong_value_percentage': 82.5735330581665}
brass_acoustic_046-101-075:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
organ_electronic_007-071-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 2.0740358763760014e-06, 'wrong_value_percentage': 99.99301433563232}
keyboard_acoustic_004-096-100:{'correct_value': 4, 'wrong_value': 5, 'correct_value_percentage': 40.96047282218933, 'wrong_value_percentage': 58.630383014678955}
organ_electronic_007-087-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 5.070762085779279e-05, 'wrong_value_percentage': 99.99967813491821}
bass_synthetic_009-087-025:{'correct_value': 0, 'wrong_value': 9, 'correct_value_percentage': 0.014686619397252798, 'wrong_value_percentage': 99.98475313186646}
bass_synthetic_034-055-050:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 30.98354935646057, 'wrong_value_percentage': 69.01036500930786}
vocal_synthetic_003-030-127:{'correct_value': 9, 'wrong_value': 0, 'correct_value_percentage': 48.584696650505066, 'wrong_value_percentage': 51.41481161117554}
mallet_acoustic_062-103-100:{'correct_value': 5, 'wrong_value': 4, 'correct_value_percentage': 6.796610355377197, 'wrong_value_percentage': 56.72488212585449}
bass_synthetic_135-102-050:{'correct_value': 0, 'wrong_value': 5, 'correct_value_percentage': 9.575724601745605, 'wrong_value_percentage': 48.63932728767395}
reed_acoustic_023-050-050:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 4.095978312079751e-06, 'wrong_value_percentage': 76.39256119728088}
flute_synthetic_000-104-025:{'correct_value': 2, 'wrong_value': 6, 'correct_value_percentage': 0.48598330467939377, 'wrong_value_percentage': 78.79528999328613}
keyboard_acoustic_004-102-025:{'correct_value': 4, 'wrong_value': 8, 'correct_value_percentage': 2.9111308977007866, 'wrong_value_percentage': 61.22817397117615}
bass_synthetic_135-083-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 0.6022193003445864, 'wrong_value_percentage': 83.08189511299133}
reed_acoustic_011-051-075:{'correct_value': 7, 'wrong_value': 2, 'correct_value_percentage': 3.177923336625099, 'wrong_value_percentage': 96.66783809661865}
organ_electronic_007-053-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 2.65588817605078e-07, 'wrong_value_percentage': 99.9994158744812}
reed_acoustic_023-081-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 7.086958930813125e-05, 'wrong_value_percentage': 99.94531273841858}
bass_synthetic_034-045-050:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 0.9525052271783352, 'wrong_value_percentage': 99.03963804244995}
brass_acoustic_006-079-127:{'correct_value': 1, 'wrong_value': 7, 'correct_value_percentage': 2.400588244199753, 'wrong_value_percentage': 97.59918451309204}
organ_electronic_028-095-025:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 0.014531187480315566, 'wrong_value_percentage': 63.67281675338745}
guitar_electronic_028-105-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.07248672773130238, 'wrong_value_percentage': 86.59548163414001}
brass_acoustic_046-104-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
guitar_electronic_028-064-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.0948496870696545, 'wrong_value_percentage': 97.7787971496582}
reed_acoustic_011-057-100:{'correct_value': 7, 'wrong_value': 1, 'correct_value_percentage': 1.343623548746109, 'wrong_value_percentage': 98.65520000457764}
organ_electronic_028-055-025:{'correct_value': 6, 'wrong_value': 0, 'correct_value_percentage': 21.600207686424255, 'wrong_value_percentage': 70.88220715522766}
string_acoustic_014-039-075:{'correct_value': 8, 'wrong_value': 0, 'correct_value_percentage': 20.606927573680878, 'wrong_value_percentage': 67.16911196708679}
guitar_electronic_028-107-075:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 0.04000488552264869, 'wrong_value_percentage': 79.68379855155945}
bass_synthetic_009-013-100:{'correct_value': 0, 'wrong_value': 1, 'correct_value_percentage': 30.522421002388, 'wrong_value_percentage': 69.33984160423279}
bass_synthetic_135-069-025:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 6.915312260389328, 'wrong_value_percentage': 51.8180787563324}
bass_synthetic_134-100-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 23.347249627113342, 'wrong_value_percentage': 76.42000317573547}
brass_acoustic_016-084-100:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 0.0005746547685703263, 'wrong_value_percentage': 98.76348376274109}
mallet_acoustic_062-054-025:{'correct_value': 5, 'wrong_value': 3, 'correct_value_percentage': 24.526362121105194, 'wrong_value_percentage': 63.94219398498535}
bass_synthetic_034-093-100:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 30.784910917282104, 'wrong_value_percentage': 68.99166107177734}
mallet_acoustic_062-044-127:{'correct_value': 5, 'wrong_value': 9, 'correct_value_percentage': 0.4667546134442091, 'wrong_value_percentage': 99.36566948890686}
reed_acoustic_023-033-127:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 0.00016606084045633906, 'wrong_value_percentage': 92.19851493835449}
mallet_acoustic_062-096-025:{'correct_value': 5, 'wrong_value': 0, 'correct_value_percentage': 10.090646147727966, 'wrong_value_percentage': 89.03108835220337}
organ_electronic_028-024-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 15.894460678100586, 'wrong_value_percentage': 84.03865098953247}
bass_synthetic_134-040-127:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 14.445918798446655, 'wrong_value_percentage': 44.03330981731415}
organ_electronic_007-055-075:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 2.7899226331951077e-09, 'wrong_value_percentage': 99.99994039535522}
keyboard_synthetic_000-069-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 0.2970875008031726, 'wrong_value_percentage': 84.49171781539917}
brass_acoustic_046-091-025:{'correct_value': 1, 'wrong_value': 0, 'correct_value_percentage': 9.956558147394823e-10, 'wrong_value_percentage': 98.95952343940735}
keyboard_synthetic_000-054-100:{'correct_value': 4, 'wrong_value': 0, 'correct_value_percentage': 7.111600786447525, 'wrong_value_percentage': 77.3289144039154}
bass_synthetic_135-069-075:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 11.704348772764206, 'wrong_value_percentage': 56.55561089515686}
bass_synthetic_134-106-050:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 24.390746653079987, 'wrong_value_percentage': 75.49163103103638}
reed_acoustic_023-075-025:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 1.0642005054961601e-07, 'wrong_value_percentage': 99.82821941375732}
bass_synthetic_034-090-100:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 18.752029538154602, 'wrong_value_percentage': 81.16605877876282}
bass_synthetic_134-078-025:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 6.869541108608246, 'wrong_value_percentage': 72.43337035179138}
guitar_acoustic_014-036-025:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 16.839072108268738, 'wrong_value_percentage': 52.84143090248108}
guitar_electronic_022-077-127:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 7.516314089298248, 'wrong_value_percentage': 72.46368527412415}
guitar_acoustic_030-076-050:{'correct_value': 3, 'wrong_value': 5, 'correct_value_percentage': 1.9620655104517937, 'wrong_value_percentage': 93.66376399993896}
organ_electronic_007-055-050:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 1.0007089601415942e-07, 'wrong_value_percentage': 99.99808073043823}
bass_synthetic_134-083-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 17.52142161130905, 'wrong_value_percentage': 79.95613813400269}
guitar_acoustic_030-048-050:{'correct_value': 3, 'wrong_value': 0, 'correct_value_percentage': 6.403215974569321, 'wrong_value_percentage': 44.78420913219452}
organ_electronic_113-065-100:{'correct_value': 6, 'wrong_value': 4, 'correct_value_percentage': 31.046178936958313, 'wrong_value_percentage': 61.525917053222656}
guitar_acoustic_014-085-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 10.29251292347908, 'wrong_value_percentage': 86.06849908828735}
guitar_acoustic_021-036-050:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 39.88150358200073, 'wrong_value_percentage': 57.894885540008545}
organ_electronic_007-060-127:{'correct_value': 6, 'wrong_value': 9, 'correct_value_percentage': 5.222797838655424e-06, 'wrong_value_percentage': 99.89908337593079}
organ_electronic_028-041-127:{'correct_value': 6, 'wrong_value': 8, 'correct_value_percentage': 2.5341563514302834e-05, 'wrong_value_percentage': 99.99593496322632}
guitar_electronic_028-067-025:{'correct_value': 3, 'wrong_value': 4, 'correct_value_percentage': 1.7066994681954384, 'wrong_value_percentage': 94.74053382873535}
bass_synthetic_135-085-127:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 0.7120352704077959, 'wrong_value_percentage': 81.8662166595459}
brass_acoustic_016-067-127:{'correct_value': 1, 'wrong_value': 7, 'correct_value_percentage': 0.1073347870260477, 'wrong_value_percentage': 48.77956509590149}
reed_acoustic_023-053-100:{'correct_value': 7, 'wrong_value': 0, 'correct_value_percentage': 3.0501015046979774e-07, 'wrong_value_percentage': 74.37029480934143}
vocal_synthetic_003-082-025:{'correct_value': 9, 'wrong_value': 6, 'correct_value_percentage': 4.617483913898468, 'wrong_value_percentage': 93.2106077671051}
reed_acoustic_023-044-127:{'correct_value': 7, 'wrong_value': 4, 'correct_value_percentage': 2.5755883537037505e-08, 'wrong_value_percentage': 83.84623527526855}
bass_synthetic_134-081-100:{'correct_value': 0, 'wrong_value': 3, 'correct_value_percentage': 15.559297800064087, 'wrong_value_percentage': 79.09029126167297}
bass_synthetic_034-080-127:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.287587359547615, 'wrong_value_percentage': 98.69130849838257}
bass_synthetic_034-043-127:{'correct_value': 0, 'wrong_value': 4, 'correct_value_percentage': 1.8675338476896286, 'wrong_value_percentage': 98.13045263290405}
